record_id,timestamp,O,T,L,S,C,M
3893,2017-12-23T20:59:40,0,2,0,0,2,0
3894,2017-12-23T21:00:11,0,2,0,0,2,0
3895,2017-12-23T21:01:12,0,2,0,1,2,0
3896,2017-12-23T21:01:43,0,2,0,1,2,0
3897,2017-12-23T21:02:13,0,2,0,0,2,0
3898,2017-12-23T21:02:44,0,2,0,1,2,0
3899,2017-12-23T21:03:15,0,2,0,0,2,0
3900,2017-12-23T21:03:45,0,2,0,1,2,0
3901,2017-12-23T21:04:16,0,2,0,1,2,0
3902,2017-12-23T21:04:47,0,2,0,0,2,0
3903,2017-12-23T21:05:17,0,2,0,1,2,0
3904,2017-12-23T21:05:48,0,2,0,0,2,0
3905,2017-12-23T21:06:18,0,2,0,0,2,0
3906,2017-12-23T21:06:49,0,2,0,1,2,0
3907,2017-12-23T21:07:20,0,2,0,1,2,0
3908,2017-12-23T21:07:50,0,2,0,0,2,0
3909,2017-12-23T21:08:21,0,2,0,0,2,0
3910,2017-12-23T21:08:52,0,2,0,0,2,0
3911,2017-12-23T21:09:22,0,2,0,1,2,0
3912,2017-12-23T21:09:53,0,2,0,1,2,0
3913,2017-12-23T21:10:24,0,2,0,0,2,0
3914,2017-12-23T21:10:54,0,2,0,1,2,0
3915,2017-12-23T21:11:25,0,2,0,0,2,0
3916,2017-12-23T21:11:55,0,2,0,0,2,0
3917,2017-12-23T21:12:26,0,2,0,1,2,0
3918,2017-12-23T21:12:57,0,2,0,0,2,0
3919,2017-12-23T21:13:27,0,2,0,0,2,0
3920,2017-12-23T21:13:58,0,2,0,0,2,0
3921,2017-12-23T21:14:29,0,2,0,0,2,0
3922,2017-12-23T21:14:59,0,2,0,0,2,0
3923,2017-12-23T21:15:30,0,2,0,2,2,0
3924,2017-12-23T21:16:01,0,2,0,1,2,0
3925,2017-12-23T21:16:31,0,2,0,0,2,0
3926,2017-12-23T21:17:02,0,2,0,1,2,0
3927,2017-12-23T21:17:32,0,2,0,1,2,0
3928,2017-12-23T21:18:03,0,2,0,0,2,0
3929,2017-12-23T21:18:34,0,2,0,1,2,0
3930,2017-12-23T21:19:04,0,2,0,1,2,0
3931,2017-12-23T21:19:35,0,2,0,0,2,0
3932,2017-12-23T21:20:06,0,2,0,0,2,0
3933,2017-12-23T21:20:36,0,2,0,0,2,0
3934,2017-12-23T21:21:07,0,2,0,1,2,0
3935,2017-12-23T21:21:38,0,2,0,0,2,0
3936,2017-12-23T21:22:08,0,2,0,1,2,0
3937,2017-12-23T21:22:39,0,2,0,0,2,0
3938,2017-12-23T21:23:09,0,2,0,0,2,0
3939,2017-12-23T21:23:40,0,2,0,0,2,0
3940,2017-12-23T21:24:11,0,2,0,1,2,0
3941,2017-12-23T21:24:41,0,2,0,0,2,0
3942,2017-12-23T21:25:12,0,2,0,0,2,0
3943,2017-12-23T21:25:43,0,2,0,0,2,0
3944,2017-12-23T21:26:13,0,2,0,0,2,0
3945,2017-12-23T21:26:44,0,2,0,1,2,0
3946,2017-12-23T21:27:45,0,2,0,1,2,0
3947,2017-12-23T21:28:16,0,2,0,0,2,0
3948,2017-12-23T21:28:46,0,2,0,0,2,0
3949,2017-12-23T21:29:17,0,2,0,0,2,0
3950,2017-12-23T21:29:48,0,2,0,0,2,0
3951,2017-12-23T21:30:18,0,2,0,1,2,0
3952,2017-12-23T21:30:49,0,2,0,1,2,0
3953,2017-12-23T21:31:20,0,2,0,0,2,0
3954,2017-12-23T21:31:50,0,2,0,0,2,0
3955,2017-12-23T21:32:21,0,2,0,0,2,0
3956,2017-12-23T21:32:51,0,2,0,1,2,0
3957,2017-12-23T21:33:22,0,2,0,1,2,0
3958,2017-12-23T21:33:53,0,2,0,0,2,0
3959,2017-12-23T21:34:23,0,2,0,0,2,0
3960,2017-12-23T21:34:54,0,2,0,1,2,0
3961,2017-12-23T21:35:25,0,2,0,1,2,0
3962,2017-12-23T21:35:55,0,2,0,0,2,0
3963,2017-12-23T21:36:26,0,2,0,0,2,0
3964,2017-12-23T21:36:57,0,2,0,0,2,0
3965,2017-12-23T21:37:27,0,2,0,0,2,0
3966,2017-12-23T21:37:58,0,2,0,0,2,0
3967,2017-12-23T21:38:28,0,2,0,0,2,0
3968,2017-12-23T21:38:59,0,2,0,0,2,0
3969,2017-12-23T21:39:30,0,2,0,0,2,0
3970,2017-12-23T21:40:00,0,2,0,0,2,0
3971,2017-12-23T21:40:31,0,2,0,0,2,0
3972,2017-12-23T21:41:02,0,2,0,1,2,0
3973,2017-12-23T21:41:32,0,2,0,1,2,0
3974,2017-12-23T21:42:03,0,2,0,2,2,0
3975,2017-12-23T21:42:34,0,2,0,0,2,0
3976,2017-12-23T21:43:04,0,1,0,0,2,0
3977,2017-12-23T21:43:35,0,1,0,0,2,0
3978,2017-12-23T21:44:05,0,2,0,0,2,0
3979,2017-12-23T21:44:36,0,1,0,0,2,0
3980,2017-12-23T21:45:07,0,2,0,0,2,0
3981,2017-12-23T21:45:37,0,2,0,0,2,0
3982,2017-12-23T21:46:08,0,2,0,0,2,0
3983,2017-12-23T21:46:39,0,2,0,0,2,0
3984,2017-12-23T21:47:09,0,2,0,0,2,0
3985,2017-12-23T21:47:40,0,2,0,1,2,0
3986,2017-12-23T21:48:11,0,2,0,0,2,0
3987,2017-12-23T21:48:41,0,2,0,0,2,0
3988,2017-12-23T21:49:12,0,2,0,2,2,0
3989,2017-12-23T21:49:42,0,2,0,1,2,0
3990,2017-12-23T21:50:13,0,2,0,1,2,0
3991,2017-12-23T21:50:44,0,2,0,2,2,0
3992,2017-12-23T21:51:14,0,1,0,0,2,0
3993,2017-12-23T21:51:45,0,2,0,0,2,0
3994,2017-12-23T21:52:16,0,1,0,0,2,0
3995,2017-12-23T21:52:46,0,1,0,1,2,0
3996,2017-12-23T21:53:17,0,1,0,0,2,0
3997,2017-12-23T21:53:48,0,1,0,0,2,0
3998,2017-12-23T21:54:18,0,2,0,0,2,0
3999,2017-12-23T21:54:49,0,1,0,1,2,0
4000,2017-12-23T21:55:19,0,1,0,1,2,0
4001,2017-12-23T21:55:50,0,1,0,0,2,0
4002,2017-12-23T21:56:21,0,1,0,0,2,0
4003,2017-12-23T21:57:22,0,1,0,1,2,0
4004,2017-12-23T21:57:53,0,1,0,0,2,0
4005,2017-12-23T21:58:23,0,1,0,0,2,0
4006,2017-12-23T21:58:54,0,1,0,0,2,0
4007,2017-12-23T21:59:24,0,1,0,0,2,0
4008,2017-12-23T21:59:55,0,1,0,0,2,0
4009,2017-12-23T22:00:26,0,1,0,0,2,0
4010,2017-12-23T22:00:56,0,1,0,0,2,0
4011,2017-12-23T22:01:27,0,1,0,1,2,0
4012,2017-12-23T22:01:58,0,1,0,1,2,0
4013,2017-12-23T22:02:28,0,1,0,1,2,0
4014,2017-12-23T22:02:59,0,1,0,0,2,0
4015,2017-12-23T22:03:30,0,1,0,0,2,0
4016,2017-12-23T22:04:00,0,1,0,1,2,0
4017,2017-12-23T22:04:31,0,1,0,1,2,0
4018,2017-12-23T22:05:01,0,1,0,0,2,0
4019,2017-12-23T22:05:32,0,1,0,0,2,0
4020,2017-12-23T22:06:03,0,1,0,0,2,0
4021,2017-12-23T22:06:33,0,1,0,0,2,0
4022,2017-12-23T22:07:04,0,1,0,1,2,0
4023,2017-12-23T22:07:35,0,1,0,0,2,0
4024,2017-12-23T22:08:05,0,1,0,1,2,0
4025,2017-12-23T22:08:36,0,1,0,0,2,0
4026,2017-12-23T22:09:07,0,1,0,0,2,0
4027,2017-12-23T22:09:37,0,1,0,1,2,0
4028,2017-12-23T22:10:08,0,1,0,0,2,0
4029,2017-12-23T22:10:38,0,1,0,0,2,0
4030,2017-12-23T22:11:09,0,1,0,0,2,0
4031,2017-12-23T22:11:40,0,1,0,0,2,0
4032,2017-12-23T22:12:10,0,1,0,0,2,0
4033,2017-12-23T22:12:41,0,1,0,0,2,0
4034,2017-12-23T22:13:12,0,1,0,0,2,0
4035,2017-12-23T22:13:42,0,1,0,0,2,0
4036,2017-12-23T22:14:13,0,1,0,0,2,0
4037,2017-12-23T22:14:44,0,1,0,1,2,0
4038,2017-12-23T22:15:14,0,1,0,0,2,0
4039,2017-12-23T22:15:45,0,1,0,0,2,0
4040,2017-12-23T22:16:15,0,1,0,0,2,0
4041,2017-12-23T22:16:46,0,1,0,0,2,0
4042,2017-12-23T22:17:17,0,1,0,0,2,0
4043,2017-12-23T22:17:47,0,1,0,0,2,0
4044,2017-12-23T22:18:18,0,1,0,1,2,0
4045,2017-12-23T22:18:49,0,1,0,1,2,0
4046,2017-12-23T22:19:19,0,1,0,0,2,0
4047,2017-12-23T22:19:50,0,1,0,1,2,0
4048,2017-12-23T22:20:21,0,1,0,0,2,0
4049,2017-12-23T22:20:51,0,1,0,0,2,0
4050,2017-12-23T22:21:22,0,1,0,0,2,0
4051,2017-12-23T22:21:52,0,1,0,1,2,0
4052,2017-12-23T22:22:23,0,1,0,1,2,0
4053,2017-12-23T22:22:54,0,1,0,0,2,0
4054,2017-12-23T22:23:24,0,1,0,0,2,0
4055,2017-12-23T22:23:55,0,1,0,0,2,0
4056,2017-12-23T22:24:26,0,1,0,0,2,0
4057,2017-12-23T22:24:56,0,1,0,1,2,0
4058,2017-12-23T22:25:27,0,1,0,0,2,0
4059,2017-12-23T22:25:58,0,1,0,0,2,0
4060,2017-12-23T22:26:28,0,1,0,1,2,0
4061,2017-12-23T22:26:59,0,1,0,0,2,0
4062,2017-12-23T22:27:29,0,1,0,1,2,0
4063,2017-12-23T22:28:00,0,1,0,1,2,0
4064,2017-12-23T22:28:31,0,1,0,0,2,0
4065,2017-12-23T22:29:01,0,1,0,0,2,0
4066,2017-12-23T22:29:32,0,1,0,1,1,0
4067,2017-12-23T22:30:03,0,1,0,1,1,0
4068,2017-12-23T22:30:33,0,1,0,0,1,0
4069,2017-12-23T22:31:04,0,1,0,0,1,0
4070,2017-12-23T22:31:34,0,1,0,0,1,0
4071,2017-12-23T22:32:05,0,1,0,1,1,0
4072,2017-12-23T22:32:36,0,1,0,0,1,0
4073,2017-12-23T22:33:06,0,1,0,0,1,0
4074,2017-12-23T22:33:37,0,1,0,0,1,0
4075,2017-12-23T22:34:08,0,1,0,0,1,0
4076,2017-12-23T22:34:38,0,1,0,0,1,0
4077,2017-12-23T22:35:09,0,1,0,0,1,0
4078,2017-12-23T22:35:40,0,1,0,0,1,0
4079,2017-12-23T22:36:10,0,1,0,1,1,0
4080,2017-12-23T22:36:41,0,1,0,0,1,0
4081,2017-12-23T22:37:11,0,1,0,0,1,0
4082,2017-12-23T22:37:42,0,1,0,0,1,0
4083,2017-12-23T22:38:13,0,1,0,0,1,0
4084,2017-12-23T22:38:43,0,1,0,1,1,0
4085,2017-12-23T22:39:14,0,1,0,0,1,0
4086,2017-12-23T22:39:45,0,1,0,0,1,0
4087,2017-12-23T22:40:15,0,1,0,1,1,0
4088,2017-12-23T22:40:46,0,1,0,0,1,0
4089,2017-12-23T22:41:17,0,1,0,0,1,0
4090,2017-12-23T22:41:47,0,1,0,0,1,0
4091,2017-12-23T22:42:18,0,1,0,0,1,0
4092,2017-12-23T22:42:48,0,1,0,1,1,0
4093,2017-12-23T22:43:19,0,1,0,0,1,0
4094,2017-12-23T22:43:50,0,1,0,1,1,0
4095,2017-12-23T22:44:20,0,1,0,0,1,0
4096,2017-12-23T22:44:51,0,1,0,0,1,0
4097,2017-12-23T22:45:22,0,1,0,0,1,0
4098,2017-12-23T22:45:52,0,1,0,1,1,0
4099,2017-12-23T22:46:23,0,1,0,1,1,0
4100,2017-12-23T22:46:54,0,1,0,0,1,0
4101,2017-12-23T22:47:24,0,1,0,0,1,0
4102,2017-12-23T22:47:55,0,1,0,0,1,0
4103,2017-12-23T22:48:25,0,1,0,0,1,0
4104,2017-12-23T22:48:56,0,1,0,0,1,0
4105,2017-12-23T22:49:27,0,1,0,0,1,0
4106,2017-12-23T22:49:57,0,1,0,0,1,0
4107,2017-12-23T22:50:28,0,1,0,0,1,0
4108,2017-12-23T22:50:59,0,1,0,0,1,0
4109,2017-12-23T22:51:29,0,1,0,0,1,0
4110,2017-12-23T22:52:00,0,1,0,0,1,0
4111,2017-12-23T22:52:31,0,1,0,0,1,0
4112,2017-12-23T22:53:01,0,1,0,0,1,0
4113,2017-12-23T22:53:32,0,1,0,0,1,0
4114,2017-12-23T22:54:33,0,1,0,0,1,0
4115,2017-12-23T22:55:04,0,1,0,0,1,0
4116,2017-12-23T22:55:34,0,1,0,1,1,0
4117,2017-12-23T22:56:05,0,1,0,0,1,0
4118,2017-12-23T22:56:36,0,1,0,0,1,0
4119,2017-12-23T22:57:06,0,1,0,0,1,0
4120,2017-12-23T22:57:37,0,1,0,0,1,0
4121,2017-12-23T22:58:08,0,1,0,0,1,0
4122,2017-12-23T22:58:38,0,1,0,0,1,0
4123,2017-12-23T22:59:09,0,1,0,1,1,0
4124,2017-12-23T22:59:39,0,1,0,0,1,0
4125,2017-12-23T23:00:10,0,1,0,0,1,0
4126,2017-12-23T23:00:41,0,1,0,0,1,0
4127,2017-12-23T23:01:11,0,1,0,0,1,0
4128,2017-12-23T23:01:42,0,1,0,0,1,0
4129,2017-12-23T23:02:13,0,1,0,1,1,0
4130,2017-12-23T23:02:43,0,1,0,0,1,0
4131,2017-12-23T23:03:14,0,1,0,0,1,0
4132,2017-12-23T23:03:45,0,1,0,0,1,0
4133,2017-12-23T23:04:15,0,1,0,0,1,0
4134,2017-12-23T23:04:46,0,1,0,0,1,0
4135,2017-12-23T23:05:16,0,1,0,0,1,0
4136,2017-12-23T23:05:47,0,1,0,0,1,0
4137,2017-12-23T23:06:18,0,1,0,1,1,0
4138,2017-12-23T23:06:48,0,1,0,0,1,0
4139,2017-12-23T23:07:19,0,1,0,0,1,0
4140,2017-12-23T23:07:50,0,1,0,1,1,0
4141,2017-12-23T23:08:20,0,1,0,0,1,0
4142,2017-12-23T23:08:51,0,1,0,0,1,0
4143,2017-12-23T23:09:21,0,1,0,1,1,0
4144,2017-12-23T23:09:52,0,1,0,0,1,0
4145,2017-12-23T23:10:23,0,1,0,0,1,0
4146,2017-12-23T23:10:53,0,1,0,0,1,0
4147,2017-12-23T23:11:24,0,1,0,0,1,0
4148,2017-12-23T23:11:55,0,1,0,0,1,0
4149,2017-12-23T23:12:25,0,1,0,0,1,0
4150,2017-12-23T23:12:56,0,1,0,0,1,0
4151,2017-12-23T23:13:27,0,1,0,0,1,0
4152,2017-12-23T23:13:57,0,1,0,0,1,0
4153,2017-12-23T23:14:28,0,1,0,0,1,0
4154,2017-12-23T23:14:58,0,1,0,0,1,0
4155,2017-12-23T23:15:29,0,1,0,0,1,0
4156,2017-12-23T23:16:00,0,1,0,1,1,0
4157,2017-12-23T23:16:30,0,1,0,0,1,0
4158,2017-12-23T23:17:01,0,1,0,0,1,0
4159,2017-12-23T23:17:32,0,1,0,2,1,0
4160,2017-12-23T23:18:02,0,1,0,2,1,0
4161,2017-12-23T23:18:33,0,1,0,0,1,0
4162,2017-12-23T23:19:04,0,1,0,0,1,0
4163,2017-12-23T23:19:34,0,1,0,0,1,0
4164,2017-12-23T23:20:05,0,1,0,1,1,0
4165,2017-12-23T23:20:35,0,1,0,0,1,0
4166,2017-12-23T23:21:06,0,1,0,0,1,0
4167,2017-12-23T23:21:37,0,1,0,1,1,0
4168,2017-12-23T23:22:07,0,1,0,1,1,0
4169,2017-12-23T23:22:38,0,1,0,0,1,0
4170,2017-12-23T23:23:09,0,1,0,1,1,0
4171,2017-12-23T23:23:39,0,1,0,1,1,0
4172,2017-12-23T23:24:10,0,1,0,0,1,0
4173,2017-12-23T23:24:41,0,1,0,0,1,0
4174,2017-12-23T23:25:11,0,1,0,0,1,0
4175,2017-12-23T23:25:42,0,1,0,1,1,0
4176,2017-12-23T23:26:12,0,1,0,0,1,0
4177,2017-12-23T23:26:43,0,1,0,0,1,0
4178,2017-12-23T23:27:14,0,1,0,0,1,0
4179,2017-12-23T23:27:44,0,1,0,1,1,0
4180,2017-12-23T23:28:15,0,1,0,0,1,0
4181,2017-12-23T23:28:46,0,1,0,0,1,0
4182,2017-12-23T23:29:16,0,1,0,0,1,0
4183,2017-12-23T23:29:47,0,1,0,0,1,0
4184,2017-12-23T23:30:18,0,1,0,1,1,0
4185,2017-12-23T23:30:48,0,1,0,0,1,0
4186,2017-12-23T23:31:19,0,1,0,0,1,0
4187,2017-12-23T23:31:49,0,1,0,0,1,0
4188,2017-12-23T23:32:20,0,1,0,1,1,0
4189,2017-12-23T23:32:51,0,1,0,0,1,0
4190,2017-12-23T23:33:21,0,1,0,0,1,0
4191,2017-12-23T23:33:52,0,1,0,0,1,0
4192,2017-12-23T23:34:23,0,1,0,1,1,0
4193,2017-12-23T23:34:53,0,1,0,0,1,0
4194,2017-12-23T23:35:24,0,1,0,1,1,0
4195,2017-12-23T23:35:55,0,1,0,0,1,0
4196,2017-12-23T23:36:25,0,1,0,0,1,0
4197,2017-12-23T23:36:56,0,1,0,0,1,0
4198,2017-12-23T23:37:26,0,1,0,0,1,0
4199,2017-12-23T23:37:57,0,1,0,0,1,0
4200,2017-12-23T23:38:28,0,1,0,0,1,0
4201,2017-12-23T23:38:58,0,1,0,0,1,0
4202,2017-12-23T23:39:29,0,1,0,0,1,0
4203,2017-12-23T23:40:00,0,1,0,0,1,0
4204,2017-12-23T23:40:30,0,1,0,0,1,0
4205,2017-12-23T23:41:01,0,1,0,0,1,0
4206,2017-12-23T23:41:32,0,1,0,0,1,0
4207,2017-12-23T23:42:02,0,1,0,0,1,0
4208,2017-12-23T23:42:33,0,1,0,0,1,0
4209,2017-12-23T23:43:03,0,1,0,0,1,0
4210,2017-12-23T23:43:34,0,1,0,0,1,0
4211,2017-12-23T23:44:05,0,1,0,0,1,0
4212,2017-12-23T23:44:35,0,1,0,0,1,0
4213,2017-12-23T23:45:06,0,1,0,0,1,0
4214,2017-12-23T23:45:37,0,1,0,0,1,0
4215,2017-12-23T23:46:07,0,1,0,1,1,0
4216,2017-12-23T23:46:38,0,1,0,0,1,0
4217,2017-12-23T23:47:08,0,1,0,0,1,0
4218,2017-12-23T23:47:39,0,1,0,1,1,0
4219,2017-12-23T23:48:10,0,1,0,0,1,0
4220,2017-12-23T23:48:40,0,1,0,0,1,0
4221,2017-12-23T23:49:11,0,1,0,0,1,0
4222,2017-12-23T23:49:42,0,1,0,0,1,0
4223,2017-12-23T23:50:43,0,1,0,1,1,0
4224,2017-12-23T23:51:14,0,1,0,0,1,0
4225,2017-12-23T23:51:44,0,1,0,0,1,0
4226,2017-12-23T23:52:15,0,1,0,1,1,0
4227,2017-12-23T23:52:45,0,1,0,1,1,0
4228,2017-12-23T23:53:16,0,1,0,0,1,0
4229,2017-12-23T23:53:47,0,1,0,0,1,0
4230,2017-12-23T23:54:17,0,1,0,0,1,0
4231,2017-12-23T23:54:48,0,1,0,0,1,0
4232,2017-12-23T23:55:19,0,1,0,1,1,0
4233,2017-12-23T23:56:20,0,1,0,0,1,0
4234,2017-12-23T23:56:51,0,1,0,0,1,0
4235,2017-12-23T23:57:21,0,1,0,0,1,0
4236,2017-12-23T23:57:52,0,1,0,0,1,0
4237,2017-12-23T23:58:22,0,1,0,1,1,0
4238,2017-12-23T23:58:53,0,1,0,0,1,0
4239,2017-12-23T23:59:24,0,1,0,0,1,0
4240,2017-12-23T23:59:54,0,1,0,0,1,0
4241,2017-12-24T00:00:56,0,1,0,0,1,0
4242,2017-12-24T00:01:26,0,1,0,0,1,0
4243,2017-12-24T00:01:57,0,1,0,1,1,0
4244,2017-12-24T00:02:28,0,1,0,0,1,0
4245,2017-12-24T00:02:58,0,1,0,1,1,0
4246,2017-12-24T00:03:29,0,1,0,1,1,0
4247,2017-12-24T00:03:59,0,1,0,0,1,0
4248,2017-12-24T00:04:30,0,1,0,0,1,0
4249,2017-12-24T00:05:01,0,1,0,0,1,0
4250,2017-12-24T00:05:31,0,1,0,0,1,0
4251,2017-12-24T00:06:02,0,1,0,0,1,0
4252,2017-12-24T00:06:33,0,1,0,0,1,0
4253,2017-12-24T00:07:03,0,1,0,0,1,0
4254,2017-12-24T00:07:34,0,1,0,0,1,0
4255,2017-12-24T00:08:05,0,1,0,0,1,0
4256,2017-12-24T00:08:35,0,1,0,0,1,0
4257,2017-12-24T00:09:06,0,1,0,1,1,0
4258,2017-12-24T00:09:36,0,1,0,1,1,0
4259,2017-12-24T00:10:07,0,1,0,0,1,0
4260,2017-12-24T00:10:38,0,1,0,1,1,0
4261,2017-12-24T00:11:08,0,1,0,0,1,0
4262,2017-12-24T00:11:39,0,1,0,0,1,0
4263,2017-12-24T00:12:10,0,1,0,0,1,0
4264,2017-12-24T00:12:40,0,1,0,0,1,0
4265,2017-12-24T00:13:11,0,1,0,1,1,0
4266,2017-12-24T00:13:42,0,1,0,0,1,0
4267,2017-12-24T00:14:12,0,1,0,0,1,0
4268,2017-12-24T00:14:43,0,1,0,0,1,0
4269,2017-12-24T00:15:13,0,1,0,0,1,0
4270,2017-12-24T00:15:44,0,1,0,0,1,0
4271,2017-12-24T00:16:15,0,1,0,0,1,0
4272,2017-12-24T00:16:45,0,1,0,0,1,0
4273,2017-12-24T00:17:16,0,1,0,0,1,0
4274,2017-12-24T00:17:47,0,1,0,1,1,0
4275,2017-12-24T00:18:17,0,1,0,0,1,0
4276,2017-12-24T00:18:48,0,1,0,0,1,0
4277,2017-12-24T00:19:19,0,1,0,0,1,0
4278,2017-12-24T00:19:49,0,1,0,0,1,0
4279,2017-12-24T00:20:20,0,1,0,0,1,0
4280,2017-12-24T00:20:50,0,1,0,0,1,0
4281,2017-12-24T00:21:21,0,1,0,0,1,0
4282,2017-12-24T00:21:52,0,1,0,0,1,0
4283,2017-12-24T00:22:22,0,1,0,0,1,0
4284,2017-12-24T00:22:53,0,1,0,0,1,0
4285,2017-12-24T00:23:24,0,1,0,1,1,0
4286,2017-12-24T00:23:54,0,1,0,0,1,0
4287,2017-12-24T00:24:25,0,1,0,0,1,0
4288,2017-12-24T00:24:56,0,1,0,1,1,0
4289,2017-12-24T00:25:26,0,1,0,0,1,0
4290,2017-12-24T00:25:57,0,1,0,0,1,0
4291,2017-12-24T00:26:27,0,1,0,0,1,0
4292,2017-12-24T00:26:58,0,1,0,1,1,0
4293,2017-12-24T00:27:29,0,1,0,0,1,0
4294,2017-12-24T00:27:59,0,1,0,0,1,0
4295,2017-12-24T00:28:30,0,1,0,0,1,0
4296,2017-12-24T00:29:01,0,1,0,0,1,0
4297,2017-12-24T00:29:31,0,1,0,0,1,0
4298,2017-12-24T00:30:02,0,1,0,0,1,0
4299,2017-12-24T00:30:32,0,1,0,0,1,0
4300,2017-12-24T00:31:03,0,1,0,0,1,0
4301,2017-12-24T00:31:34,0,1,0,0,1,0
4302,2017-12-24T00:32:04,0,1,0,0,1,0
4303,2017-12-24T00:32:35,0,1,0,0,1,0
4304,2017-12-24T00:33:06,0,1,0,0,1,0
4305,2017-12-24T00:33:36,0,1,0,1,1,0
4306,2017-12-24T00:34:07,0,1,0,0,1,0
4307,2017-12-24T00:34:38,0,1,0,0,1,0
4308,2017-12-24T00:35:08,0,1,0,1,1,0
4309,2017-12-24T00:35:39,0,1,0,0,1,0
4310,2017-12-24T00:36:09,0,1,0,2,1,0
4311,2017-12-24T00:36:40,0,1,0,2,1,0
4312,2017-12-24T00:37:11,0,1,0,0,1,0
4313,2017-12-24T00:37:41,0,1,0,1,1,0
4314,2017-12-24T00:38:12,0,1,0,0,1,0
4315,2017-12-24T00:38:43,0,1,0,0,1,0
4316,2017-12-24T00:39:13,0,1,0,0,1,0
4317,2017-12-24T00:39:44,0,1,0,0,1,0
4318,2017-12-24T00:40:15,0,1,0,0,1,0
4319,2017-12-24T00:40:45,0,1,0,1,1,0
4320,2017-12-24T00:41:16,0,1,0,0,1,0
4321,2017-12-24T00:42:17,0,1,0,0,1,0
4322,2017-12-24T00:42:48,0,1,0,0,1,0
4323,2017-12-24T00:43:18,0,1,0,0,1,0
4324,2017-12-24T00:43:49,0,1,0,0,1,0
4325,2017-12-24T00:44:20,0,1,0,0,1,0
4326,2017-12-24T00:44:50,0,1,0,1,1,0
4327,2017-12-24T00:45:21,0,1,0,0,1,0
4328,2017-12-24T00:45:52,0,1,0,0,1,0
4329,2017-12-24T00:46:53,0,1,0,0,1,0
4330,2017-12-24T00:47:23,0,1,0,0,1,0
4331,2017-12-24T00:47:54,0,1,0,0,1,0
4332,2017-12-24T00:48:25,0,1,0,1,1,0
4333,2017-12-24T00:48:55,0,1,0,0,1,0
4334,2017-12-24T00:49:26,0,1,0,0,1,0
4335,2017-12-24T00:49:57,0,1,0,1,1,0
4336,2017-12-24T00:50:27,0,1,0,1,1,0
4337,2017-12-24T00:50:58,0,1,0,0,1,0
4338,2017-12-24T00:51:29,0,1,0,1,1,0
4339,2017-12-24T00:51:59,0,1,0,0,1,0
4340,2017-12-24T00:52:30,0,1,0,0,1,0
4341,2017-12-24T00:53:00,0,1,0,1,1,0
4342,2017-12-24T00:53:31,0,1,0,0,1,0
4343,2017-12-24T00:54:02,0,1,0,1,1,0
4344,2017-12-24T00:54:32,0,1,0,0,1,0
4345,2017-12-24T00:55:03,0,1,0,0,1,0
4346,2017-12-24T00:55:34,0,1,0,1,1,0
4347,2017-12-24T00:56:04,0,1,0,0,1,0
4348,2017-12-24T00:56:35,0,1,0,0,1,0
4349,2017-12-24T00:57:06,0,1,0,0,1,0
4350,2017-12-24T00:57:36,0,1,0,0,1,0
4351,2017-12-24T00:58:07,0,1,0,0,1,0
4352,2017-12-24T00:58:37,0,1,0,1,1,0
4353,2017-12-24T00:59:08,0,1,0,0,1,0
4354,2017-12-24T00:59:39,0,1,0,0,1,0
4355,2017-12-24T01:00:09,0,1,0,0,1,0
4356,2017-12-24T01:00:40,0,1,0,0,1,0
4357,2017-12-24T01:01:11,0,1,0,0,1,0
4358,2017-12-24T01:01:41,0,1,0,0,1,0
4359,2017-12-24T01:02:12,0,1,0,0,1,0
4360,2017-12-24T01:02:42,0,1,0,0,1,0
4361,2017-12-24T01:03:13,0,1,0,0,1,0
4362,2017-12-24T01:03:44,0,1,0,0,1,0
4363,2017-12-24T01:04:14,0,1,0,0,1,0
4364,2017-12-24T01:04:45,0,1,0,0,1,0
4365,2017-12-24T01:05:16,0,1,0,0,1,0
4366,2017-12-24T01:05:46,0,1,0,0,1,0
4367,2017-12-24T01:06:17,0,1,0,0,1,0
4368,2017-12-24T01:06:48,0,1,0,0,1,0
4369,2017-12-24T01:07:18,0,1,0,0,1,0
4370,2017-12-24T01:07:49,0,1,0,0,1,0
4371,2017-12-24T01:08:19,0,1,0,0,1,0
4372,2017-12-24T01:08:50,0,1,0,0,1,0
4373,2017-12-24T01:09:21,0,1,0,0,1,0
4374,2017-12-24T01:09:51,0,1,0,1,1,0
4375,2017-12-24T01:10:22,0,1,0,1,1,0
4376,2017-12-24T01:10:53,0,1,0,0,1,0
4377,2017-12-24T01:11:23,0,1,0,0,1,0
4378,2017-12-24T01:11:54,0,1,0,0,1,0
4379,2017-12-24T01:12:25,0,1,0,0,1,0
4380,2017-12-24T01:12:55,0,1,0,0,1,0
4381,2017-12-24T01:13:26,0,1,0,0,1,0
4382,2017-12-24T01:13:56,0,1,0,0,1,0
4383,2017-12-24T01:14:27,0,1,0,1,1,0
4384,2017-12-24T01:14:58,0,1,0,0,1,0
4385,2017-12-24T01:15:28,0,1,0,0,1,0
4386,2017-12-24T01:15:59,0,1,0,0,1,0
4387,2017-12-24T01:16:30,0,1,0,1,1,0
4388,2017-12-24T01:17:00,0,1,0,0,1,0
4389,2017-12-24T01:17:31,0,1,0,0,1,0
4390,2017-12-24T01:18:02,0,1,0,0,1,0
4391,2017-12-24T01:18:32,0,1,0,0,1,0
